Populus balsamifera ssp. trichocarpa
Populus trichocarpa
Potentilla gracilis
Potentilla
Populus tremuloides
Prunus emarginata
Prunus pumila
Prunus
Prunella
Prunus virginiana
Prunella vulgaris
Pseudotsuga
Pseudotsuga menziesii
Purshia
Purshia tridentata
Quercus
Quercus garryana
Ranunculus
Ranunculus occidentalis
Rhamnus
Rhus
Rhus glabra
Rhododendron macrophyllum
Rhododendron
Rhus trilobata
Ribes aureum
Ribes
Ribes bracteosum
Ribes cereum
Ribes divaricatum
Ribes lacustre
Ribes nevadense
Ribes sanguineum
Rosa
Rosa gymnocarpa
Rosa nutkana
Rosa pisocarpa
Rosa rugosa
Rosa woodsii
Rubus
Rudbeckia
Rubus par
Rubus leucodermis
Rudbeckia occidentalis
Rubus parviflorus
Rubus spectabilis
Rubus ursinus
Salix
Salix amygdaloides
Salix bebbiana
Salix rigida
Salix exigua
Salix geyeriana
Sagittaria
Salix hookeriana
Salix piperi
Sagittaria latifolia
Salix lasiolepis
Salix lucida
Salix lucida ssp. lasiandra
Salix lasiandra
Sambucus
Sambucus nigra
Sambucus nigra ssp. cerulea
Sambucus cerulea
Salix prolixa
Sambucus racemosa
Salix scouleriana
Salix sitchensis
Scirpus americanus
Schoenoplectus
Scirpus
Scirpus cyperinus
Scirpus microcarpus
Schoenoplectus pungens
Schoenoplectus tabernaemontani
Sedum divergens
Sedum
Sedum lanceolatum
Sedum oreganum
Sequoia
Sedum spathulifolium
Shepherdia argentea
Shepherdia canadensis
Shepherdia
Sidalcea campestris
Sisyrinchium californicum
Sida
Sidalcea
Sidalcea hendersonii
Sisyrinchium idahoense
Sidalcea virgata
Sisyrinchium
Solidago canadensis
Solidago canadensis var. lepida
Solidago lepida
Spiraea
Sparganium
Spiraea douglasii
Sparganium emersum
Spiraea lucida
Spiraea splendens
Stachys
Stachys chamissonis
Stachys cooleyae
Symphoricarpos albus
Symphyotrichum
Symphoricarpos
Symphoricarpos hesperius
Symphoricarpos mollis
Symphoricarpos orbiculatus
Symphoricarpos oreophilus
Symphyotrichum subspicatum
Aster subspicatus
Taxus brevifolia
Taxus
Tellima grandiflora
Tellima
Thuja plicata
Thuja
Tolmiea
Tolmiea menziesii
Triteleia grandiflora
Triglochin
Triteleia
Triglochin maritima
Tsuga heterophylla
Tsuga
Tsuga mertensiana
Typha
Typha latifolia
Vaccinium
Vancouveria hexandra
Vaccinium membranaceum
Vancouveria
Vanilla
Vaccinium ovalifolium
Vaccinium ovatum
Veronica americana
Veronica
Viola adunca
Viola
Viburnum
Viburnum dentatum
Viburnum ellipticum
Viola nuttallii
Viburnum opulus
Viola palustris
Xerophyllum
Xerophyllum tenax
Yucca
Yucca glauca

